iter	Logloss
128	0.1067184914
129	0.1058754112
130	0.1048134632
131	0.1044497969
132	0.1039205122
133	0.1032257718
134	0.1024058837
135	0.1019526547
136	0.1011575261
137	0.1011575215
138	0.1009539431
139	0.1005653712
140	0.1000332222
141	0.09981482853
142	0.09948365283
143	0.09891009241
144	0.09870251017
145	0.09811375594
146	0.0979926798
147	0.09757278565
148	0.09662739077
149	0.09585122399
150	0.09585121642
151	0.09558140545
152	0.09460536939
153	0.09454050506
154	0.09407301358
155	0.09367970901
156	0.0931850108
157	0.09237251244
158	0.0918243094
159	0.0912461238
160	0.09057346435
161	0.0900742381
162	0.08943264094
163	0.08925949089
164	0.08898701659
165	0.08853308293
166	0.08744778483
167	0.08714931457
168	0.08647274665
169	0.08529491805
170	0.08529276459
171	0.08472537927
172	0.0842461245
173	0.08359490868
174	0.08308581454
175	0.08241498275
176	0.08145816252
177	0.08131302096
178	0.08076101125
179	0.08058462343
180	0.08008727779
181	0.07959532585
182	0.07921892658
183	0.07870644975
184	0.07830429493
185	0.07823470881
186	0.07819747275
187	0.07743581608
188	0.07676298922
189	0.07599828736
190	0.0751059296
191	0.07459060463
192	0.07421284526
193	0.07381823595
194	0.07330597736
195	0.07275168197
196	0.07231527926
197	0.07204844227
198	0.07196614253
199	0.07171290037
200	0.07087802057
201	0.07021736858
202	0.0701898985
203	0.0700069828
204	0.06972917325
205	0.06934991263
206	0.0688171363
207	0.06842564981
208	0.06826666362
209	0.06779207323
210	0.06746097818
211	0.06661290714
212	0.06655429104
213	0.06605763483
214	0.06569292624
215	0.06539198835
216	0.06514818618
217	0.06482153653
218	0.06442959133
219	0.06394052259
220	0.06360914599
221	0.06314699532
222	0.06290913685
223	0.06249397389
224	0.06238166426
225	0.06205242593
226	0.06189268822
227	0.06148769964
228	0.06103800499
229	0.06098420755
230	0.06067539898
231	0.05996492375
232	0.05938290671
233	0.05916032126
234	0.05892338218
235	0.05885153481
236	0.05882982113
237	0.05847238116
238	0.05841411536
239	0.05823229296
240	0.0578471783
241	0.05745030297
242	0.05720076515
243	0.05703435572
244	0.05680433952
245	0.05665861556
246	0.05661132033
247	0.05645784084
248	0.05621091535
249	0.05616332997
250	0.05602085538
251	0.05596145707
252	0.05560606102
253	0.05549594649
254	0.05543349837
255	0.05513125646
256	0.0550996334
257	0.05459244721
258	0.05455129455
259	0.05377965155
260	0.05329524808
261	0.05317253332
262	0.05278573788
263	0.05247115357
264	0.05244306645
265	0.05231194009
266	0.05221417922
267	0.05207925169
268	0.05206143181
269	0.05177207787
270	0.05168464582
271	0.05155384228
272	0.0513687645
273	0.05125822997
274	0.05117956507
275	0.05094368303
276	0.05090811157
277	0.050692707
278	0.05047933896
279	0.05041570602
280	0.04999984369
281	0.04990126635
282	0.04984167177
283	0.04958946933
284	0.04957441417
285	0.04928873284
286	0.04926235587
287	0.0487835351
288	0.04856327473
289	0.04836806145
290	0.0483145681
291	0.04825850325
292	0.04818922105
293	0.04808674106
294	0.04805058177
295	0.04801604603
296	0.04797879961
297	0.04773312285
298	0.0475203369
299	0.04741004374
300	0.04716265093
301	0.04702346262
302	0.04671055865
303	0.04648790956
304	0.04607225923
305	0.0460084362
306	0.0457974883
307	0.04558273739
308	0.04547602432
309	0.04541901579
310	0.04513518872
311	0.04495829788
312	0.04490400216
313	0.04474423553
314	0.044592921
315	0.04437538704
316	0.04429845379
317	0.04413515216
318	0.04411425232
319	0.04391577433
320	0.0437534651
321	0.04352368968
322	0.04327402921
323	0.04305342775
324	0.04243640527
325	0.04238247478
326	0.04211926687
327	0.04198617664
328	0.04180190658
329	0.04173409809
330	0.04160400374
331	0.04150059117
332	0.04134897096
333	0.04116236192
334	0.04079491668
335	0.04063340159
336	0.04054430827
337	0.0402774943
338	0.04008655097
339	0.03995076454
340	0.03970754339
341	0.03943994123
342	0.0393189321
343	0.03915481849
344	0.03906299977
345	0.03893145572
346	0.03872867573
347	0.03849073034
348	0.038172284
349	0.03799044279
350	0.037812688
351	0.03756830768
352	0.03735051987
353	0.03710511764
354	0.0370287785
355	0.0368337841
356	0.03666206408
357	0.03659101576
358	0.03629756672
359	0.03613779581
360	0.0359785937
361	0.03587813541
362	0.03564729959
363	0.0355053159
364	0.03535243013
365	0.03522431936
366	0.03517104489
367	0.035054049
368	0.03484358904
369	0.03466088508
370	0.03447459114
371	0.03419844057
372	0.0341489699
373	0.03399147197
374	0.0338834155
375	0.03387406861
376	0.03377647416
377	0.03362925985
378	0.03342310193
379	0.03335636226
380	0.0332939205
381	0.03314407764
382	0.03293407225
383	0.03287243909
384	0.03281545299
385	0.03274199099
386	0.03246574765
387	0.03231662539
388	0.0321845413
389	0.03217597772
390	0.03200833783
391	0.03190665167
392	0.03176953885
393	0.03166584406
394	0.03164809962
395	0.03159204825
396	0.03156552842
397	0.03154327707
398	0.03149828125
399	0.03147687492
